image_path,label,caption,other_labels_in_caption
base_bike_136.jpg,bike,A girl riding a scooter near the beach .,[]
base_bike_144.jpg,bike,A bicyclist is jumping a horizontal wooden structure with countryside in front of him .,[]
base_bike_085.jpg,bike,A small child on riding toy and a larger child on a small bicycle with training wheels .,[]
base_bike_027.jpg,bike,Adults and children stand and play in front of steps near a wooded area .,[]
base_bike_043.jpg,bike,a long bicyclist wearing a white helmet riding down a mountain path,[]
base_bike_150.jpg,bike,A man in a yellow helmet is walking with a yellow bicycle near a group a of protesters .,[]
base_bike_005.jpg,bike,A bicycle rider is crossing a street .,[]
base_bike_118.jpg,bike,A man on a bicycle in the city .,[]
base_bike_091.jpg,bike,A bicyclist with a green shirt rides through the woods,[]
base_bike_142.jpg,bike,A clown with a big hat riding a bicycle .,[]
base_bike_111.jpg,bike,A bicycle stunt jump is being perforced in a city .,[]
base_bike_025.jpg,bike,A man and woman ride bicycles next to each other .,[]
base_bike_120.jpg,bike,A man rides a motorcycle on a track .,[]
base_bike_023.jpg,bike,A man is cycling on the road .,[]
base_bike_096.jpg,bike,A motocross rider is on a dirt hill .,[]
base_bike_082.jpg,bike,A man is doing tricks on a bicycle on ramps in front of a crowd .,[]
base_bike_047.jpg,bike,A motocross rider rides in the air over a bar .,[]
base_bike_026.jpg,bike,A guy outside playing a guitar and smoking a cigarette .,[]
base_bike_054.jpg,bike,One boy rides a tricycle while another walks beside him .,[]
base_bike_107.jpg,bike,Motorcycle racers take a sharp turn .,[]
base_bike_058.jpg,bike,A man fiddles with a shopping bag outside near a shopping cart .,[]
base_bike_128.jpg,bike,A disabled athlete is competing with his sponsored gear along a street lined with spectators .,[]
base_bike_116.jpg,bike,A closeup of a man riding his bicycle through the forest .,[]
base_bike_008.jpg,bike,A man on bicycle riding down a rocky hill .,[]
base_bike_044.jpg,bike,Four bicyclists ride along a dirt road between two wire fences .,[]
base_bike_121.jpg,bike,A bicyclist is performing a midair stunt .,[]
base_bike_015.jpg,bike,A man is riding on a red motorcycle .,[]
base_bike_105.jpg,bike,A blue motorcycle is jumping over some colored barrels .,[]
base_bike_109.jpg,bike,a lone bicyclist jumping in the air over a ramp .,[]
base_bike_076.jpg,bike,A man racing an orange motorcycle .,[]
base_bike_029.jpg,bike,A lady in a white hat and sunglasses riding a bicycle .,[]
base_bike_007.jpg,bike,Bicyclists are standing at an intersection .,[]
base_bike_020.jpg,bike,A group of bicyclists riding down a path in an off road race .,[]
base_bike_050.jpg,bike,a froup of sled dogs pulling a man wearing an orange vest .,[]
base_bike_004.jpg,bike,A bicyclist riding on a city street .,[]
base_bike_122.jpg,bike,A man doing a wheelie on a motorcycle .,[]
base_bike_106.jpg,bike,A group of motocross racers lined up to start .,[]
base_ball_062.jpg,ball,A boy runs in a race while onlookers watch .,[]
base_ball_113.jpg,ball,A group of young boys playing soccer .,[]
base_ball_100.jpg,ball,A brown dog is playing with a red toy while another brown dog bounds towards the camera .,['dog']
base_ball_043.jpg,ball,a child in a red coat is holding an armful of snow in front of a house .,[]
base_ball_102.jpg,ball,The two girls are playing on a yellow sit and bounce .,[]
base_ball_041.jpg,ball,"Two dachshunds , one black the other brown , run on grass .",[]
base_ball_051.jpg,ball,A child in the snow with a house in the background .,[]
base_ball_125.jpg,ball,There is a college player being tackled in a game .,[]
base_ball_048.jpg,ball,Two children standing under an awning .,[]
base_ball_028.jpg,ball,A large dog sniffing a human hand while a small dog is sniffing the large dog 's butt .,['dog']
base_ball_034.jpg,ball,A baby boy plays outside with a blue toy .,[]
base_ball_054.jpg,ball,A dog jumping in midair above grass .,['dog']
base_ball_123.jpg,ball,A coach at a game .,[]
base_ball_027.jpg,ball,A brown and white dog trotting down the road in autumn .,['dog']
base_ball_097.jpg,ball,A child wearing a yellow jacket is jumping down from a rock .,[]
base_ball_064.jpg,ball,A group of people are jumping into the air with their arms held high .,[]
base_ball_131.jpg,ball,A boy cheerleader has a girl cheerleader on his knee .,[]
base_ball_022.jpg,ball,A group of kids in red and white playing soccer .,[]
base_ball_021.jpg,ball,A boy and girl playing cricket,[]
base_ball_010.jpg,ball,A man in a field backed by american flags .,[]
base_ball_126.jpg,ball,A cheerleader dressed in red smiles and cheers .,[]
base_ball_085.jpg,ball,A man in a black t-shirt looking down as he holds a drink .,[]
base_ball_069.jpg,ball,Two bald men on a park bench wearing small yellow traffic cones .,[]
base_ball_116.jpg,ball,A dog and a goat chase two kids playing soccer .,['dog']
base_ball_101.jpg,ball,A man in a black cap and shirt smiling while holding a white grey and black rectangular object .,[]
base_ball_005.jpg,ball,Girls wearing sports uniforms and eye protection .,[]
base_ball_110.jpg,ball,Three dogs are running side by side on the grass .,[]
base_ball_082.jpg,ball,A black and brown dog is running out of the surf .,['dog']
base_ball_052.jpg,ball,A man wearing a black hat and coat makes a face with a crowd behind him .,[]
base_ball_050.jpg,ball,"A brown dog is laying on his side on a beige carpet , with a green object in the foreground .",['dog']
base_ball_071.jpg,ball,A young girl in a green shirt is running in a gym .,[]
base_ball_061.jpg,ball,A black dog is leaping from a cylindrical hay bale .,['dog']
base_ball_080.jpg,ball,Two big dogs play in the snow under a tree .,[]
base_ball_070.jpg,ball,A group of dogs run down a dry field .,[]
